Invoice Number,Shipping Location,Contended Invoice,Invoice Date,Product Type,Ordered Date
308219170201,Europe,,2022-10-16,Others,2022-10-04
531847595318,North America,,2022-12-15,Power,2022-11-28
807052001663,Europe,,2023-03-05,Others,2023-02-14
539619252745,North America,671875786014,2022-07-21,Others,2022-06-26
972379301090,South America,,2023-02-01,Power,2023-01-10
263959874184,Asia,,2022-11-10,Others,2022-10-06
556116135446,Asia,,2023-01-29,Others,2023-01-21
296013867102,North America,,2022-07-17,Lighting,2022-06-18
823203088307,Europe,,2022-10-16,Lighting,2022-10-10
627871717219,South America,,2022-09-03,Chargers,2022-08-06
537004563826,South America,,2022-04-24,Others,2022-04-02
646071934039,Asia,,2022-12-02,Others,2022-11-23
865849244715,Europe,,2022-07-31,Others,2022-07-07
867598578018,Asia,,2022-12-24,Lighting,2022-12-18
320362832131,Europe,,2022-09-19,Lighting,2022-09-05
875774211326,North America,,2022-09-02,Power,2022-08-09
740914307210,Asia,,2022-11-01,Power,2022-09-28
788879917436,South America,,2022-05-17,Chargers,2022-05-08
273384879661,North America,,2022-10-27,Others,2022-09-25
777534991081,North America,,2023-03-31,Chargers,2023-03-10
419877199938,South America,,2022-10-30,Others,2022-10-18
581992426468,North America,,2023-03-02,Chargers,2023-02-09
388100137937,South America,,2023-01-26,Others,2022-12-29
742072506619,South America,417961446672,2022-12-23,Lighting,2022-12-06
578325746930,Europe,,2022-04-16,Chargers,2022-03-25
332348362483,South America,,2022-08-14,Others,2022-08-10
807590559019,South America,,2022-11-26,Others,2022-11-03
843188877762,Europe,,2022-12-16,Chargers,2022-12-05
559622424173,North America,,2022-06-22,Lighting,2022-05-18
218587547014,North America,,2022-11-13,Lighting,2022-11-06
767083309094,Europe,,2022-06-18,Lighting,2022-06-14
975709968647,North America,,2023-03-04,Others,2023-02-10
122084679605,South America,,2022-05-15,Others,2022-04-24
950052138028,Asia,,2022-07-09,Power,2022-07-03
518494972612,Asia,,2022-05-19,Chargers,2022-05-16
336668690279,South America,,2022-07-20,Others,2022-07-19
200905504698,Asia,,2022-09-12,Lighting,2022-08-29
629172496888,North America,,2022-08-29,Chargers,2022-08-01
857179249356,South America,,2022-06-17,Power,2022-06-06
665118887079,South America,,2022-09-13,Chargers,2022-08-25
346681760788,South America,,2022-06-03,Others,2022-05-18
635789562987,South America,,2023-01-28,Others,2023-01-21
523234801306,South America,,2022-05-09,Power,2022-04-20
164727332661,Europe,,2023-03-15,Chargers,2023-02-26
745824844162,Asia,,2022-04-16,Lighting,2022-03-24
857777840695,Asia,,2022-11-25,Others,2022-10-28
420020272757,Asia,571897155823,2022-09-07,Power,2022-08-06
280309416190,Europe,,2022-07-01,Others,2022-06-29
380626181817,Europe,,2023-02-14,Lighting,2023-02-10
814729915802,South America,,2022-08-17,Chargers,2022-07-12
148865255878,Europe,,2022-07-23,Lighting,2022-06-15
696778943506,North America,,2022-05-21,Lighting,2022-05-12
932663201225,South America,,2022-05-11,Chargers,2022-04-12
156069351069,Europe,,2022-07-25,Power,2022-06-29
584896363799,South America,,2022-11-15,Others,2022-10-17
176794655435,Asia,,2022-11-04,Chargers,2022-10-07
882670838190,Asia,,2022-06-12,Power,2022-06-05
315374557554,North America,,2023-01-25,Chargers,2023-01-03
673581420762,North America,,2022-11-14,Power,2022-10-16
970478547594,North America,,2022-11-03,Lighting,2022-10-07
455222801822,Asia,,2022-12-02,Lighting,2022-11-13
968998959680,North America,,2022-09-11,Chargers,2022-08-02
387816015742,North America,414771001781,2022-12-29,Power,2022-12-06
998026183436,South America,,2023-02-04,Others,2023-01-14
606694577703,Asia,,2023-02-10,Others,2023-01-23
336203056571,South America,,2022-11-15,Power,2022-11-14
837117008777,South America,,2022-06-13,Lighting,2022-05-26
518130055925,North America,,2022-11-27,Others,2022-11-08
463182478138,Europe,,2022-08-28,Power,2022-07-25
987739797089,North America,648763857917,2022-06-15,Others,2022-05-07
853330118422,Europe,,2022-05-29,Lighting,2022-05-09
546767642413,North America,,2022-08-11,Lighting,2022-08-07
982526902546,Europe,,2022-10-22,Others,2022-10-17
849688855724,Asia,,2023-01-01,Lighting,2022-12-20
620304742956,Europe,,2022-10-23,Lighting,2022-10-11
977850859439,Asia,,2022-05-30,Chargers,2022-05-24
876549198269,North America,,2022-07-19,Lighting,2022-07-17
748228887338,Europe,,2022-12-29,Power,2022-12-03
947205422421,North America,,2023-01-01,Others,2022-12-07
332645876891,North America,,2023-02-19,Lighting,2023-02-03
663901397926,Asia,,2022-04-23,Others,2022-03-31
597530857264,South America,,2022-09-17,Chargers,2022-08-28
885956729132,South America,,2022-12-09,Others,2022-12-06
112549535789,Asia,,2022-10-19,Others,2022-10-02
936045783370,South America,,2022-09-20,Chargers,2022-08-12
891119649703,Asia,,2022-04-13,Chargers,2022-03-07
388876422920,South America,,2023-02-19,Power,2023-02-02
880594503314,Europe,,2022-05-09,Power,2022-04-14
264282171411,South America,,2022-12-10,Others,2022-11-04
873048484602,South America,,2022-09-25,Others,2022-08-23
891709723932,Asia,,2023-02-06,Lighting,2023-02-04
877277113848,South America,,2022-05-13,Chargers,2022-05-01
751689362672,South America,,2022-09-10,Lighting,2022-08-04
931411481677,Asia,,2022-05-18,Lighting,2022-04-14
495708521815,South America,,2022-10-10,Power,2022-09-16
280947118266,Europe,,2022-08-23,Lighting,2022-08-04
278227468432,North America,,2022-09-11,Chargers,2022-08-13
982680553527,South America,,2022-09-04,Power,2022-08-20
929370010780,Asia,,2022-09-17,Lighting,2022-09-15
894202808764,North America,,2022-06-22,Others,2022-06-10
166961694486,South America,,2022-11-21,Others,2022-11-20
844424615249,Europe,,2022-09-13,Others,2022-09-04
510574011751,Europe,,2022-06-07,Lighting,2022-05-09
269547140139,North America,,2022-06-06,Chargers,2022-05-15
980488807480,Europe,,2022-07-21,Chargers,2022-07-10
102962187307,North America,,2022-09-27,Lighting,2022-09-05
425195060361,South America,,2023-03-23,Others,2023-02-15
128438783909,South America,,2022-04-23,Power,2022-04-17
760492251251,South America,,2022-05-13,Power,2022-05-07
522745244264,Europe,,2023-03-28,Chargers,2023-03-05
728107353608,Asia,,2022-06-20,Chargers,2022-05-14
333096877274,Asia,,2022-12-28,Others,2022-12-16
265952152444,South America,,2022-08-30,Chargers,2022-07-28
825304124935,South America,,2022-06-13,Chargers,2022-05-28
403676554300,Asia,,2022-04-26,Chargers,2022-04-11
981910471860,North America,,2022-06-13,Power,2022-05-22
873818216570,North America,,2022-05-03,Lighting,2022-04-15
256754782269,Europe,,2022-05-17,Others,2022-04-14
789988122512,Europe,,2022-09-18,Chargers,2022-08-10
985368630150,Asia,,2022-05-21,Others,2022-04-26
602548704704,South America,,2022-05-17,Lighting,2022-04-10
965640022422,Asia,,2022-11-18,Others,2022-11-01
367973167647,North America,842105715530,2022-04-28,Chargers,2022-04-08
628109639673,South America,,2022-11-16,Others,2022-10-12
680797799880,South America,,2023-01-26,Power,2023-01-12
371215145276,North America,672327063832,2022-04-09,Chargers,2022-04-07
266405982706,Europe,,2023-01-24,Power,2022-12-22
131933000437,Asia,,2022-08-24,Lighting,2022-07-30
961159187809,Asia,543268099698,2022-11-08,Chargers,2022-10-12
907555922079,South America,,2022-06-02,Others,2022-05-05
448086537465,Europe,,2022-07-11,Chargers,2022-06-25
437237780189,South America,,2022-12-24,Others,2022-11-22
731973745820,South America,,2022-07-07,Lighting,2022-06-08
420505636361,Europe,,2022-04-30,Others,2022-03-30
571210903088,North America,,2022-10-29,Others,2022-10-21
577158874604,Europe,,2022-07-31,Chargers,2022-07-12
805523053256,Europe,,2023-01-19,Chargers,2023-01-03
256627128991,South America,,2023-01-29,Power,2023-01-07
383307930033,North America,,2022-08-21,Others,2022-08-08
949910724754,South America,,2022-12-05,Lighting,2022-11-05
948118403454,North America,,2022-12-22,Power,2022-11-30
692675280536,South America,,2023-02-04,Lighting,2023-01-26
914233967168,South America,,2022-11-26,Power,2022-11-07
433811146821,Asia,,2023-03-20,Power,2023-02-19
793933381928,North America,,2023-02-28,Others,2023-02-15
305491035875,Asia,,2022-09-06,Chargers,2022-08-11
175013013824,South America,,2022-12-06,Others,2022-11-21
623161791135,North America,,2022-11-17,Lighting,2022-10-22
339552888523,North America,,2022-08-12,Chargers,2022-08-07
609408129014,North America,,2022-04-07,Power,2022-03-16
291908883743,North America,,2022-10-30,Others,2022-10-12
268736071934,North America,815423128559,2023-01-09,Power,2022-12-24
772795275013,North America,,2023-03-18,Chargers,2023-02-22
341434414824,South America,,2022-05-21,Lighting,2022-05-12
906669680171,North America,,2022-08-13,Power,2022-07-06
998530539112,Europe,,2023-01-16,Lighting,2022-12-19
740699122714,Asia,,2022-05-24,Others,2022-05-05
735269539762,Europe,,2023-02-13,Lighting,2023-02-06
557020781409,Europe,,2022-12-11,Lighting,2022-11-15
262174811429,North America,,2022-09-30,Lighting,2022-09-07
882867530016,North America,,2022-04-22,Others,2022-03-18
580786915812,South America,,2023-03-10,Chargers,2023-03-07
972551653816,Asia,,2023-03-31,Others,2023-03-27
169247525058,South America,,2023-01-14,Lighting,2022-12-10
673539818918,Asia,,2023-03-04,Power,2023-02-26
980198908450,Asia,,2022-09-28,Chargers,2022-08-19
406135086207,Asia,,2023-02-18,Chargers,2023-01-16
888154333713,Europe,,2022-11-08,Chargers,2022-11-01
445673324057,Europe,,2023-01-10,Lighting,2022-12-14
719725855213,Europe,,2023-02-21,Lighting,2023-01-28
995431870557,South America,,2023-01-19,Chargers,2022-12-22
489631385044,Asia,,2022-06-21,Others,2022-06-12
972243882202,North America,,2022-04-19,Chargers,2022-04-02
567605087820,North America,,2022-07-21,Power,2022-06-25
517850498185,South America,,2022-06-26,Others,2022-06-19
607622613627,Europe,,2022-08-26,Power,2022-08-20
940657352301,South America,,2022-11-29,Lighting,2022-11-16
837069165736,South America,,2022-04-24,Lighting,2022-04-11
207085022828,South America,,2023-02-06,Others,2023-01-17
728173854539,Asia,,2022-04-24,Power,2022-03-17
601275071393,South America,,2022-11-30,Lighting,2022-10-28
275002455883,South America,,2023-03-25,Others,2023-02-18
280754869841,North America,,2023-01-19,Others,2023-01-05
162632686384,Europe,,2022-08-06,Others,2022-07-25
974099724431,South America,,2022-11-27,Chargers,2022-10-21
468753874358,North America,,2023-02-15,Lighting,2023-01-31
105256419158,Asia,,2022-07-15,Others,2022-06-05
257019255387,South America,,2022-09-10,Chargers,2022-09-07
838636304938,Asia,,2023-01-20,Power,2023-01-11
107882611181,Asia,,2022-12-08,Lighting,2022-10-29
381256538629,Europe,,2023-01-05,Power,2022-12-22
576023038113,Europe,,2022-08-20,Power,2022-07-27
956813198390,Asia,,2022-04-24,Power,2022-04-17
522463905520,North America,,2022-11-29,Lighting,2022-11-10
510286941819,Asia,,2023-01-21,Others,2023-01-14
913874991065,North America,,2022-09-30,Power,2022-09-28
542834086528,Europe,,2023-03-11,Power,2023-03-03
262305940966,South America,,2023-03-14,Chargers,2023-02-18
784816101611,North America,,2022-07-04,Others,2022-05-27
331067215033,South America,,2023-01-31,Power,2023-01-25
364720159862,South America,,2022-08-19,Chargers,2022-08-10
127817949221,North America,,2022-11-28,Lighting,2022-11-11
736498651540,North America,,2023-03-26,Lighting,2023-02-18
166993312882,North America,,2022-07-05,Others,2022-06-22
563701628329,Europe,,2022-09-12,Others,2022-08-26
799813721521,Asia,,2022-06-09,Power,2022-05-22
658883336725,Europe,,2022-12-29,Power,2022-12-12
115468287517,Europe,,2022-09-06,Chargers,2022-08-24
985872467379,North America,,2022-09-15,Others,2022-09-13
350025904640,Europe,,2023-01-22,Others,2022-12-29
530001776734,North America,,2022-12-01,Chargers,2022-11-19
908959241709,Asia,,2022-10-28,Lighting,2022-09-25
693184822438,Europe,,2022-12-14,Power,2022-11-04
366397667835,North America,,2022-07-10,Lighting,2022-07-09
530794059374,Asia,,2022-09-10,Power,2022-08-19
506036481875,Asia,898456463689,2022-04-25,Power,2022-04-09
806660957334,Europe,,2023-03-23,Chargers,2023-03-02
560763517410,Europe,,2022-07-27,Chargers,2022-06-26
794134165419,South America,904975484591,2022-10-13,Others,2022-09-19
709319204473,South America,,2023-01-28,Others,2023-01-05
896947293899,South America,,2022-10-17,Lighting,2022-09-15
570361520305,South America,,2022-09-14,Lighting,2022-08-16
176501025109,South America,,2022-08-28,Lighting,2022-08-05
666226286215,North America,,2022-05-31,Power,2022-04-30
943917574385,Europe,,2022-08-16,Lighting,2022-07-18
263918681475,Europe,,2022-09-30,Others,2022-09-20
422953101858,North America,,2022-12-01,Power,2022-11-05
158105322451,Europe,,2022-05-02,Power,2022-03-24
190361483890,South America,507914204210,2022-08-23,Chargers,2022-07-17
333547093299,North America,247965490745,2022-06-22,Lighting,2022-05-26
788526990891,Europe,,2023-03-22,Lighting,2023-02-17
750686089627,North America,,2022-07-13,Lighting,2022-07-01
129446500026,South America,,2022-04-30,Chargers,2022-03-31
585315922594,North America,,2022-05-11,Others,2022-05-04
595489477377,South America,,2022-09-08,Others,2022-07-31
654094251446,Europe,,2023-03-11,Power,2023-02-03
687683086708,Asia,,2022-06-02,Power,2022-05-08
521187219955,North America,,2022-12-31,Lighting,2022-12-15
927609567386,Asia,,2022-09-12,Chargers,2022-08-22
982128684056,Europe,,2022-11-16,Power,2022-11-14
965067794594,North America,590606802941,2022-06-12,Others,2022-06-08
786952434958,North America,,2023-03-16,Chargers,2023-02-21
803298560436,South America,,2022-11-05,Lighting,2022-11-04
167496794911,South America,,2022-08-01,Power,2022-07-01
458247054393,Europe,,2022-04-03,Lighting,2022-03-16
118963685396,Asia,,2023-01-11,Power,2022-12-16
849737475449,Asia,,2022-07-29,Lighting,2022-07-21
528679110678,Europe,,2023-02-10,Chargers,2023-01-21
253752969651,Asia,,2023-03-01,Lighting,2023-02-05
660525649030,Asia,,2023-01-09,Others,2023-01-04
397805338389,Asia,,2022-11-10,Power,2022-11-03
465489404139,Europe,826816238041,2022-10-20,Lighting,2022-10-03
103643516698,Europe,,2022-09-24,Chargers,2022-08-26
917429993812,South America,,2022-07-20,Others,2022-06-10
840027427996,North America,,2022-07-11,Lighting,2022-06-08
743189997212,South America,,2022-05-17,Lighting,2022-04-07
751061161860,North America,,2022-12-19,Power,2022-12-13
420586292725,North America,,2023-03-13,Others,2023-02-04
415347577171,Asia,,2022-11-20,Power,2022-11-02
814624553267,South America,,2022-05-30,Power,2022-04-21
355162295691,North America,,2022-08-03,Lighting,2022-07-25
537933271062,North America,,2022-09-10,Power,2022-08-21
732445951531,Asia,,2023-02-19,Power,2023-02-17
405432434312,Europe,,2022-07-26,Chargers,2022-07-12
998370866415,North America,900512297256,2022-08-22,Chargers,2022-08-02
109886274597,South America,,2023-02-16,Power,2023-01-10
639543764736,South America,,2022-12-15,Others,2022-12-06
442497756734,Europe,,2022-07-07,Power,2022-06-15
561918701198,Asia,829367367138,2022-06-17,Others,2022-05-12
124415896313,Europe,,2022-08-24,Power,2022-08-13
892792285778,Europe,,2023-03-21,Lighting,2023-03-07
175070362489,South America,,2023-01-31,Lighting,2023-01-14
609218942496,Asia,,2022-05-30,Chargers,2022-05-13
437661413824,North America,,2022-07-20,Power,2022-07-15
235909875920,Asia,,2023-02-23,Others,2023-02-21
957821244601,Europe,992811486957,2022-07-08,Others,2022-06-12
316955392703,South America,,2022-07-18,Power,2022-07-15
371722325905,South America,166384401313,2022-04-08,Chargers,2022-04-01
738771166299,Europe,,2022-06-02,Chargers,2022-04-25
217103160180,Asia,,2022-09-28,Others,2022-09-09
288466528752,Europe,,2022-10-05,Chargers,2022-09-19
611670338583,South America,,2022-08-12,Power,2022-07-03
818537557941,North America,,2022-07-12,Chargers,2022-07-11
455901563857,Asia,,2023-03-24,Lighting,2023-02-14
215536845050,Europe,,2023-02-11,Power,2023-02-05
259635119657,Europe,,2022-07-11,Others,2022-06-15
195590632021,Asia,,2022-07-26,Power,2022-07-19
777499081120,South America,,2022-06-29,Lighting,2022-06-20
457233124196,Europe,,2022-12-20,Chargers,2022-11-19
405766914135,South America,,2022-12-05,Others,2022-10-31
479858171428,South America,,2022-09-06,Others,2022-08-19
178741335821,South America,,2022-07-05,Lighting,2022-05-26
332042848390,Europe,,2023-01-06,Power,2022-12-25
599333828648,South America,,2022-09-17,Others,2022-09-12
788457467659,North America,,2022-08-10,Others,2022-07-06
603236580536,South America,,2022-12-22,Power,2022-11-28
424444285334,Asia,,2022-04-18,Lighting,2022-04-11
984087422532,Asia,,2022-11-14,Others,2022-11-09
501327762056,Europe,,2023-03-05,Lighting,2023-02-03
556289009322,South America,,2023-03-23,Power,2023-02-27
432089823456,South America,,2022-05-23,Lighting,2022-05-15
853670006266,Europe,,2022-12-06,Power,2022-10-31
868610892974,North America,,2023-02-24,Chargers,2023-01-29
573079987261,South America,,2022-08-22,Others,2022-07-17
327576781804,Europe,,2022-05-18,Chargers,2022-04-28
350367437976,Europe,,2022-07-21,Lighting,2022-06-29
333049281818,South America,,2023-01-09,Others,2022-12-01
637224066605,Asia,,2022-12-16,Lighting,2022-11-14
597603839660,Asia,,2023-02-14,Power,2023-02-03
543688405453,Europe,,2023-02-11,Chargers,2023-01-08
999439281450,South America,,2022-06-03,Lighting,2022-05-27
622611282586,North America,,2022-09-16,Chargers,2022-08-19
757092894233,North America,,2022-12-13,Power,2022-11-28
454627689459,Asia,,2022-04-15,Chargers,2022-03-22
236131249181,North America,,2022-10-23,Chargers,2022-09-30
692200735736,South America,,2022-10-18,Lighting,2022-10-04
152856987636,North America,,2023-01-10,Power,2023-01-06
611019116108,North America,,2022-12-17,Power,2022-11-16
646096205230,South America,,2023-01-29,Power,2023-01-01
